Reactions,sprint_GES1_ARID1A_KO,gimme_GES1_ARID1A_KO,init_GES1_ARID1A_KO,sprint_GES1_ARID1A_KO_Volasertib,gimme_GES1_ARID1A_KO_Volasertib,init_GES1_ARID1A_KO_Volasertib,sprint_GES1_WT_Volasertib,gimme_GES1_WT_Volasertib,init_GES1_WT_Volasertib,sprint_GES_WT,gimme_GES_WT,init_GES_WT,sprint_OVCAR3_ARID1A_KO,gimme_OVCAR3_ARID1A_KO,init_OVCAR3_ARID1A_KO,sprint_OVCAR3_WT,gimme_OVCAR3_WT,init_OVCAR3_WT
HMR_0846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_0847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
HMR_0852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
HMR_0853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
HMR_0854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
HMR_0855,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1
HMR_0859,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0860,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
HMR_0864,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0
HMR_0867,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HMR_0868,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
HMR_0870,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HMR_0873,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0
HMR_0875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0876,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1
HMR_0877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
HMR_0878,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
HMR_0889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0906,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
HMR_0907,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
HMR_0908,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0909,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0910,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
HMR_0911,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0912,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
HMR_0913,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
HMR_0942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0962,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_0963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_0966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_0979,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_0981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
HMR_0984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
HMR_0985,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
HMR_0986,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
HMR_0987,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
HMR_1030,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
HMR_1033,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
HMR_1037,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
HMR_1039,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
HMR_1077,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
HMR_1081,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1084,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1095,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
HMR_1102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1104,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_1126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
HMR_1127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
HMR_1129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1135,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_1242,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_1243,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_1280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1283,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_1284,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
HMR_1305,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
HMR_1306,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
HMR_1307,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
HMR_1311,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1
HMR_1312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1315,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
HMR_1316,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
HMR_1317,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1
HMR_1318,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
HMR_1321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1325,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1
HMR_1329,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
HMR_1331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
HMR_1332,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1
HMR_1373,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
HMR_1388,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
HMR_1390,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
HMR_1392,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1
HMR_1465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1477,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1478,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1479,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1495,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
HMR_1496,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
HMR_1502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1505,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
HMR_1509,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_1512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1516,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_1526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1532,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1536,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1538,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1539,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1540,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1543,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
HMR_1544,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
HMR_1545,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
HMR_1546,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
HMR_1547,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
HMR_1548,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
HMR_1549,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
HMR_1550,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
HMR_1551,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
HMR_1552,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
HMR_1557,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
HMR_1558,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
HMR_1565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1623,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1
HMR_1627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1629,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1630,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_1631,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1637,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1681,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
HMR_1685,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
HMR_1701,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
HMR_1706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1738,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0
HMR_1739,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1740,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1741,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1742,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1743,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1744,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1745,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1746,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0
HMR_1747,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0
HMR_1748,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0
HMR_1749,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0
HMR_1750,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0
HMR_1751,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0
HMR_1752,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1753,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1754,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
HMR_1756,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
HMR_1758,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1759,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1760,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1761,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1762,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
HMR_1764,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HMR_1765,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HMR_1766,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0
HMR_1767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1769,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1770,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1771,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1807,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
HMR_1834,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
HMR_1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1847,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
HMR_1897,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1927,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
HMR_1928,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
HMR_1929,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
HMR_1940,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1
HMR_1941,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
HMR_1944,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
HMR_1948,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
HMR_1949,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
HMR_1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1962,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
HMR_1967,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1968,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1970,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1971,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
HMR_1976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1981,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
HMR_1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_1988,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1
HMR_1989,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
HMR_1990,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1
HMR_1991,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
HMR_1992,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
HMR_1993,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
HMR_1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_2007,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
HMR_2010,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
HMR_2011,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
HMR_2014,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HMR_2016,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1
HMR_2018,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1
HMR_2029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2087,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_2088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2089,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2090,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_2114,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
HMR_2127,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0
HMR_2190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2217,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2260,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2264,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2268,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2334,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2343,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2348,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2354,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2362,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2374,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_2376,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_2380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2391,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HMR_2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_2395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_2433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2434,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2440,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
HMR_2457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMR_2530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2533,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2540,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2541,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2542,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2558,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
HMR_2560,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
HMR_2569,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1
HMR_2571,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
HMR_2581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2585,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
HMR_2602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2604,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2610,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2612,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2613,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2621,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2622,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
HMR_2624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HMR_2633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
